ID,VisaType,VisaEntry,Consulate,Major,Status,CheckDate,CompleteDate,WaitingDays,Comments
AA007VJG00,F1,New,ChengDu,ECE,Clear,2018-05-17,2018-07-09,53,"当晚补交CV和study plan

7.6申请外借护照，7.9issue"
yyh,F1,New,BeiJing,Geoscience,Clear,2018-05-17,2018-06-26,40,
shawnnnn,F1,New,BeiJing,Chemical Engineering,Clear,2018-05-17,2018-06-28,42,
ma,H1,Renewal,ShangHai,ee,Clear,2018-05-17,2018-06-21,35,
agonist,B1,New,GuangZhou,N/A,Clear,2018-05-17,2018-05-18,1,"Case Created:	16-May-2018
Case Last Updated:	17-May-2018
ISSUED 18-May-2018

17号面谈，结束后给绿纸，不需要提交材料也不需要进一步面谈
18号状态已更新为签发
"
cxw,B1,New,BeiJing,Mechnical Engineering,Clear,2018-05-17,2018-06-22,36,"Case Created:	16-May-2018
Case 1st Updated:	17-May-2018 AP
Case 2nd Updated:	21-Jun-2018 AP
Case Last Updated:	22-Jun-2018 Issued"
protein_bio,B1,New,BeiJing,SCIENCE,Pending,2018-05-17,,311,
XDH,B1,New,BeiJing,N/A,Pending,2018-05-17,,311,
Johnson,H1,Renewal,ShangHai,Digital Communications,Clear,2018-05-17,2018-05-30,13,"8年前J1水果，2年前H1B水果，认知存在偏差，以为这次renew也是水果没带resume，结果一听专业就check，问来问去问了很多，气氛也远比以前两次美签要压抑，前两次都是在欢声笑语中水果。221g补简历和职位描述，因为签证要得急，短期工作估计凉了。真的感觉最近比以前要难很多！
5/29 Update
5/30 Issue"
sunnylocus,F1,New,ShangHai,Computer Science,Clear,2018-05-17,2018-06-27,41,"本科，Computer Science，大龄青年

本来要面我的是一个白人大哥，但是看到旁边的MM面签官很年轻又热情，就换了排队的队伍。这个MM应该经验不多，后面还坐了一个白人大哥在指点江山。问了几个问题，然后问我要了简历。又问我为什么年龄这么大了才去读大学？我balala说年轻的时候家里穷，家里没有条件等，现在可以供我自己去完成梦想了。感觉MM想给我过，但是看我简历上做的工作是Information Security后面的大哥又直摇头，我就感觉要坏事。果然，把我简历、DS-160表格夹到护照里放在篮筐里，告诉我需要administrative processing,让我等几个星期。

     Case Created:	16-May-2018
Case Last Updated:	17-May-2018
   Second Updated:      26-June-2018
           Issued:      27-June-2018

有去UA的童鞋加我Wechat: sunnylocus"
zhenzhou,B1,New,Others,photonics engineering,Pending,2018-05-17,,311,
AMCPLAYER,B1,New,ChengDu,measuring-controland inst,Clear,2018-05-17,2018-07-10,54,"05-17 interview   PP  CV  Invitation submit to VO, been told AP

case creat 05-16
last update 05-17

last update 07-09
issued 07-10
。。。。。"
yuan,H1,New,ShangHai,Statistics,Clear,2018-05-17,2018-06-01,15,
Patrick,F1,New,ShangHai,CS,Clear,2018-05-17,2018-06-21,35,
NoraZ,F1,Renewal,BeiJing,EE,Clear,2018-05-17,2018-06-26,40,
h1bghost,H1,New,GuangZhou,Computer Science,Clear,2018-05-17,2018-06-27,41,
zl,B2,New,ShangHai,Polymer Materials,Clear,2018-05-17,2018-06-07,21,
milu,J1,New,GuangZhou,Biology,Clear,2018-05-17,2018-06-27,41,
g43294824,F1,New,BeiJing,N/A,Clear,2018-05-17,2018-07-11,55,
mengattery,B2,New,BeiJing,materials science,Pending,2018-05-17,,311,
dohchufan,J1,New,BeiJing,EE,Clear,2018-05-17,2018-06-28,42,
iCooker,F1,New,BeiJing,biostatistics,Pending,2018-05-17,,311,
wait,H1,Renewal,BeiJing,N/A,Pending,2018-05-17,,311,
希望早日iss,F1,Renewal,ShangHai,EE,Clear,2018-05-17,2018-06-22,36,
yishuihanqq,F1,New,Others,CE,Clear,2018-05-17,2018-06-28,42,
sheila,F1,Renewal,BeiJing,CS,Clear,2018-05-17,2018-06-20,34,
快点啊,F1,Renewal,BeiJing,Environmental Engineering,Clear,2018-05-17,2018-06-27,41,
鼠牛虎兔,F1,New,ShangHai,Cs,Clear,2018-05-17,2018-06-27,41,
qiu issue,F1,New,GuangZhou,CS,Clear,2018-05-17,2018-06-27,41,
biggie,F1,New,BeiJing,cs,Pending,2018-05-17,,311,
大家都过了,F1,New,BeiJing,CS,Clear,2018-05-17,2018-06-22,36,"First Update: May-17-2018
Second update: Jun-20-2018 
Third update: Jun-21-2018 
Issued: Jun-22-2018"
issue123,F1,New,ShangHai,CS,Pending,2018-05-17,,311,
Chao,F1,New,ShangHai,Bioinformatics,Clear,2018-05-17,2018-06-26,40,"05/14 interview
05/17 first update
06/22 second update
06/25 third update
06/26 issued"
AALU,H1,New,GuangZhou,Computer Science,Clear,2018-05-17,2018-06-25,39,
Evangeline,B2,New,BeiJing,Nuclear Engineering,Clear,2018-05-17,2018-06-26,40,"case created 2018.05.16
last updated  2018.0.5.17
last updated  2018.06.22
last updated  2018.06.25

Please COME ON !!!"
快点啊,F1,Renewal,BeiJing,Environmental Engineering,Clear,2018-05-17,2018-06-27,41,
pwy,J1,New,BeiJing,EE,Clear,2018-05-17,2018-06-29,43,
seuzf,J1,New,ShangHai,Materials Science,Clear,2018-05-17,2018-09-27,133,
lyjsa,B1,New,BeiJing,Atomospheric physics,Pending,2018-05-18,,310,
Chuang,F1,New,BeiJing,Biology,Clear,2018-05-18,2018-06-25,38,
lll333333,J1,New,BeiJing,Agricultural engineering,Clear,2018-05-18,2018-06-26,39,
fred1997,F1,New,BeiJing,Operations Research,Clear,2018-05-18,2018-06-28,41,"1st update: 6/27
2nd update: 6/28
issue: 6/28"
yrli,H1,Renewal,BeiJing,chemistry,Clear,2018-05-18,2018-06-22,35,"First update: Jun-20-2018
Second update: Jun-21-2018
Issued: Jun-22-2018
Ready for pickup: Jun-25-2018 @ 北京中信总行"
AA00,J1,Renewal,BeiJing,Physics,Clear,2018-05-18,2018-06-08,21,"第三次签证被check,这次终于快了些。"
supreymj,F1,New,BeiJing,Information Systems,Clear,2018-05-18,2018-06-27,40,"First update: June 26 9:00 
Second update: June 27 9:00 
Issued: June 27 15:00 "
RW,H1,Renewal,GuangZhou,Project Management,Pending,2018-05-18,,310,
yxy,F1,New,ShangHai,CS,Pending,2018-05-18,,310,
chuizhi617,J1,New,ShangHai,Mechanics,Pending,2018-05-18,,310,
qiuguo,F1,Renewal,BeiJing,Petroleum,Clear,2018-05-18,2018-06-27,40,"Case Created:	17-May-2018
First Updated:	18-May-2018
Second Updated:	25-Jun-2018
Third Updated:	26-Jun-2018
Issued:	                27-Jun-2018"
1001lzy,F1,New,BeiJing,CS,Clear,2018-05-18,2018-06-28,41,
bless-issue,F1,New,GuangZhou,pharmaceutical chemistry ,Clear,2018-05-18,2018-06-26,39,"告知4周 
5-17 case created
5-18 1st updated
定了机票去旅游 求快过 
615把护照借出来了 害怕拿不到签证
626早上9点接到使馆电话说结束了 护照用完寄回去贴签
感恩感恩
希望大家都快过"
moon,B1,New,BeiJing,software engineering,Clear,2018-05-18,2018-07-03,46,
qiang,F1,New,BeiJing,data science,Clear,2018-05-18,2018-06-25,38,"first update 18-May-2018
second update 22-Jun-2018
issued 25-Jun-2018
祝大家早日通过！"
smsj,F1,New,BeiJing,materials engineering,Pending,2018-05-18,,310,asked for CV &amp; Study Plan
PhDUR,F1,New,ShangHai,Experimental Psychology,Clear,2018-05-18,2018-06-27,40,5/18面签，6/26第一次更新，6/27clear
scimare,B1,New,BeiJing,HR,Clear,2018-05-18,2018-05-21,3,
JustinZd,B1,New,ShangHai,MBA,Clear,2018-05-18,2018-06-08,21,
1314,H1,New,ShangHai,construction,Clear,2018-05-18,2018-06-08,21,面签完VO说你通过了 四五天就可以拿护照 结果等了一周多都是AP， 等了两周仍然没消息，最后第三周周三第一次update周五issue了！！！
realitypc,F1,Renewal,BeiJing,Chemistry,Clear,2018-05-18,2018-06-27,40,
scp028,F1,Renewal,ShangHai,Bioinformatics,Clear,2018-05-18,2018-06-26,39,"Case Created: 17-May-2018
1st Update  : 22-Jun-2018
2nd Update  : 25-Jun-2018
Issue Date: 26-Jun-2018"
quantum,F1,New,BeiJing,information security,Clear,2018-05-18,2018-06-28,41,"DIY
面签时CV,plan全都没准备。只收了护照，让我补充资料，3周AP
27号第一次更新
28号早上一次更新
28号下午issued"
big7,F1,Renewal,ShangHai,SE,Pending,2018-05-18,,310,
buguaaishuohua,F2,New,ShenYang,material science,Clear,2018-05-18,2018-07-18,61,
n_n,B1,New,BeiJing,MS ,Clear,2018-05-18,2018-06-15,28,"created 5-18
1st update 6-13
2nd update 6-14
issued 6-15"
Fast,F1,Renewal,BeiJing,Chemistry,Clear,2018-05-18,2018-06-25,38,"Case created: 5-17
1st update: 5-18
2nd update: 6-22
3rd update: 6-25
Issued: 6-25 ~3:30pm"
redmug,H1,New,BeiJing,CS,Pending,2018-05-18,,310,"May 17: case created 
May 18: case updated "
mfirestorm,F1,New,BeiJing,Software Engineering,Clear,2018-05-18,2018-06-25,38,"Case Created: 17-May-2018 
Case Last Updated: 18-May-2018 
Case Last Updated: 22-Jun-2018 
Case Last Updated: 25-Jun-2018 
"
Jenix,H1,New,GuangZhou,Chemistry,Clear,2018-05-18,2018-06-25,38,"Case Created:	17-May-2018
First update:	22-Jun-2018
Issued:	25-Jun-2018"
iridium,B1,New,BeiJing,CS,Clear,2018-05-18,2018-06-25,38,"05/17/2018: Case Created. 
05/18/2018: First Update. 
 A yellow 221(g) strip was given to me. VO require resume and job description letter.

05/19/2018: Send,Got auto reply.Then...

06/20/2018: Send mail to support@ustraveldocs.com,in English. Got standard reply.
06/21/2018: Send mail again to support@ustraveldocs.com,in English.  Got standard reply. Convey my resentment to unbalance in processing B visa vs F visa. 
Call DOS @ 001 (202) 485-7600, check status,  Convey my resentment. 

06/22/2018: Second Update @ 11:30 AM.

06/22/2018: Third Update @ 3:30 PM.

06/25/2018: issued @ 10:30 AM. LA LA LA, SO HAPPY!

 I think it works very well to convey my resentment the unbalance in processing B visa vs F visa. We should speak out against dilatory style in processing B visa."
andy,J1,New,BeiJing,engineering,Pending,2018-05-18,,310,
anxueren,F1,Renewal,ShangHai,ME,Clear,2018-05-18,2018-06-25,38,
RUA,J1,Renewal,BeiJing,EE,Clear,2018-05-18,2018-06-27,40,"17-May:created

18-May:1st updated 

25-June:2nd updated 

26-June:3rd updated 


"
redmug2,H1,New,BeiJing,CS,Clear,2018-05-18,2018-06-25,38,"May 17: Case created 
May 18: first update 
June 22: second update 
(June 23, 24 are weekends)
June 25: issued. 

之前redmug密码无法找回，就重新补一个。希望尽快收到 :) 
"
烂苹果,H1,New,BeiJing,Physics,Clear,2018-05-18,2018-06-25,38,"Visa Type: O1

case created: 5/17
case 1st updated: 5/18
case last updated: 6/22
issued: 6/25"
VISAVISA,F1,Renewal,BeiJing,Industrial Engineering,Clear,2018-05-18,2018-06-26,39,"Case Created: 17-May-2018 
Case Last Updated: 18-May-2018 
Case Last Updated: 22-Jun-2018 
Case Last Updated: 25-Jun-2018 
Issued: 26-Jun-2018 @ 10:35 AM"
mememe,F1,New,BeiJing,Mechanical Engineering,Clear,2018-05-18,2018-06-26,39,
mimiz,F1,Renewal,BeiJing,CS,Clear,2018-05-18,2018-06-28,41,
Hubbard,F1,New,BeiJing,cs,Clear,2018-05-18,2018-07-06,49,
moon,B1,New,BeiJing,software engineering,Clear,2018-05-18,2018-07-03,46,
Rebecca,J1,New,BeiJing,Physiology,Clear,2018-05-18,2018-09-10,115,
duhaoze11,F1,Renewal,BeiJing,CS,Clear,2018-05-21,2018-06-28,38,"Case Created:	05-Jun-2017
Case Last Updated:	06-Jun-2017
Case Last Updated:	11-Jul-2017
Issued:	12-Jul-2017

Case Created:	18-May-2018
Case Last Updated:	22-May-2018
Case Last Updated:	27-Jun-2018
Issued:	28-Jun-2018"
pray,F1,Renewal,ChengDu,Computer Engineering,Clear,2018-05-21,2018-06-21,31,"Case Created: 5/18
Case Last Update: 5/21
Case Last Update: 6/20
Case Issued: 6/21"
nm,H1,Renewal,BeiJing,cs,Clear,2018-05-21,2018-06-21,31,"created 05-18
1-update 05-21(interview)
2-update 06-20
3-update 06-21 12点左右update了一次还是ap
issued 06-21 1点半左右！"
AA007X8ORK,F1,New,BeiJing,Engineering Technology,Clear,2018-05-21,2018-06-18,28,
dingyuansy,J1,New,BeiJing,Geochemistry,Clear,2018-05-21,2018-06-25,35,"Case Created: 18-May-2018
Case Last Updated: 21-May-2018
Case Last Updated: 21-Jun-2018 around 2:10 pm
Case Last Updated: 22-Jun-2018 around 3:50 pm
Case Last Updated: 25-Jun-2018 around 11:30 am issued
 
Got a green 221(g) to email CV and research plan...
No BATCH ID on the 221(g), only NAME and PASSPORT NO.  
I have been to USA two times as J1... "
mao1kuai,F1,New,BeiJing,cs,Clear,2018-05-21,2018-06-28,38,"521面签绿条要求补材料
522发邮件补材料，立刻收到自动回复已收到
627 update
628 早上update 中午一点左右issue"
batman,H1,New,BeiJing,EE,Clear,2018-05-21,2018-06-25,35,
Coeus,F1,New,ShangHai,Environmental,Clear,2018-05-21,2018-06-26,36,
Citylee,F1,New,GuangZhou,ECE,Clear,2018-05-21,2018-06-26,36,
HongkongReporte,H1,New,BeiJing,EE,Clear,2018-05-21,2018-07-10,50,"7/9 CIU Beijing replied it would be completed soon.
7/9 first status update
7/10 issued"
rrrr,H1,Renewal,ShangHai,N/A,Clear,2018-05-21,2018-06-21,31,
myf,H1,New,BeiJing,Mechanical Engineering,Pending,2018-05-21,,307,
求issue,F1,Renewal,BeiJing,statistics,Clear,2018-05-21,2018-06-27,37,"checked for 35 days last time.

Interview date: 5.21
first update: 6.26 (around 9 am)
second update: 6.27(around 9 am)
third update and issue: 6.27(around 1 pm)

Best wishes to all still waiting!"
求赶上飞机,F1,New,ChengDu,Biomed,Clear,2018-05-21,2018-06-21,31,221(g) refused since May 21
miao,F1,Renewal,BeiJing,CS,Clear,2018-05-21,2018-06-27,37,26号发邮件给使馆问了一下， 27号收到邮件让把护照寄回去说审查结束了（因为之前把护照借出来了）
steel,B2,New,ShangHai,material processing engin,Clear,2018-05-21,2018-06-27,37,
BIng,F1,Renewal,BeiJing,material eng,Clear,2018-05-21,2018-07-10,50,"前面的小哥也发了绿单子 
要护照 i20 CV, study plan, program information
这次标准按网站上的模板准备的 然后绿单子要更具体资料
说等4周 
7.5 发邮件催签
模板回复
7.10 查询 issue
其他小伙伴也要好运啊
没advisor的就别自己先找一个proposal的了 不然续的时候还要解释
续签材料尽量和第一次一致
"
七月份讲课,F1,Renewal,ShangHai,Mechanical Engineering,Clear,2018-05-21,2018-06-26,36,"5.21 AP
6.22 first update
6.25 second update
6.26 issue"
AA007,F1,Renewal,BeiJing,Transportation Engineerin,Clear,2018-05-21,2018-07-13,53,"5/21 interview -- 行政审核；
6/28 周四审核后，第一次update很激动，以为周五就能update然后拿到，结果没有任何update；
7/02 第二次update后，依然期待同一天iuused，结果有没有接着的update了；
7/13 下午查iuused! 一直又等了两周时间，已经50多天了，发了两封邮件去大使馆让等，学校教授和OISS也发了邮件让留意，以为至少要90天了，因为没几个50多天clear的。结果今天居然界面变了，通过了！Good luck to the rest of the dude!"
leewayma,F1,Renewal,BeiJing,Materials science &amp;&amp; CS,Clear,2018-05-21,2018-06-26,36,
sharonj,F1,Renewal,ChengDu,Bioinformatics,Clear,2018-05-21,2018-06-27,37,
checkees,F1,New,BeiJing,EECS,Clear,2018-05-21,2018-06-21,31,"Case Created:	18-May-2018
1st Update:	21-May-2018
2nd Update:	20-June-2018
Issued:		21-June-2018"
Mirror,F1,Renewal,ShangHai,IE,Pending,2018-05-21,,307,
yang,B1,New,ShangHai,EE,Clear,2018-05-21,2018-06-26,36,
第一个通过,F1,Renewal,ShangHai,Biology Animal Science,Clear,2018-05-21,2018-06-21,31,
lihaobhsfer,F1,New,BeiJing,HCI,Clear,2018-05-21,2018-06-28,38,"case created: 2018-05-21
1st update: 2018-05-22
2nd update: 2018-06-27
3rd update: 2018-06-28
issued: 2018-06-28"
check521,H1,New,BeiJing,Statistics,Pending,2018-05-21,,307,VO 面签问了公司和工作内容 给了蓝条 然后既没有然后了
check521z,H1,New,BeiJing,Accounting,Clear,2018-05-21,2018-05-25,4,
AA007VP05E,B1,New,ShangHai,SE,Clear,2018-05-21,2018-07-11,51,"Case Created:	18-May-2018
interview at 21-May-2018
Case 1st Updated:	10-Jul-2018
Case 2nd Updated: 11-Jul-2018
Issued: 11-Jul-2018 about 02:00 PM"
1234,H1,New,BeiJing,ee,Clear,2018-05-21,2018-07-10,50,"9 July updated
10 July issued"
Alieus,F1,New,ShangHai,Materials Engineering,Clear,2018-05-21,2018-06-26,36,"first update at 2018.6.22, second update at 2018.6.25, issued at 2018.6.26"
QAQ,J1,New,BeiJing,CS,Pending,2018-05-21,,307,"First update: May 21st
Second update: June 28th"
aaaabbbb,H1,Renewal,BeiJing,EE,Clear,2018-05-21,2018-06-28,38,"May 18th case created 
May 21st interview 221g 1st update 
May 22nd submit material
June 27th 2nd update
June 28th morning 3rd update
June 28th afternoon issued
Good luck to all"
hahahahaha,J1,New,BeiJing,Computer Science,Clear,2018-05-21,2018-06-28,38,
fisher,B2,New,ShangHai,Biology,Clear,2018-05-21,2018-07-11,51,"Case Created:	18-May-2018
Case Last Updated:	21-May-2018
Case Last Updated:	10-Jul-2018

2018-07-11 Issued"
AA007WCE0C,B2,New,ChengDu,Chemistry,Pending,2018-05-21,,307,
CSPhDF1,F1,New,ShangHai,CS,Clear,2018-05-22,2018-07-02,41,"Case Created:	21-May-2018
Case Last Updated:	22-May-2018
22号下午面签，人特别多。18号窗口面签。
1. 首先问come from，答家乡。   2. 问major。 答CS。  3. 敲键盘。  4. 要study plan。 给材料，翻了翻，看到study plan后面附的有prof info。然后盯着study plan第一页看，敲键盘。  5. 要CV，给。  6. 要offer letter。 给。  7. 敲键盘。  8. 在DS160敲了一个章，然后所有材料装进一个透明文件袋中。  9. 退还了I20，给了红色的纸，说了一句话没听清，不过看了下红色纸条，被check。  10. 走人。"
Shaun2018,F1,New,BeiJing,CE,Pending,2018-05-22,,306,
danbo2018,F1,New,BeiJing,Computer Science,Clear,2018-05-22,2018-05-23,1,首签被拒，二签check，没想到1天issued
baoyouguo,B2,New,BeiJing,CS,Clear,2018-05-22,2018-05-25,3,周二面签，让补充材料，然后周五issued，挺快，不知道是10年还是1年
AA007TNRD0,F1,New,ChengDu,BA,Clear,2018-05-22,2018-05-24,2,"B2被 Check 过

22号同日面签的基本都23号 Issue
我23号还在 AP
想说我是不是被 Check 了

结果发现想多了"
20180522,F1,New,BeiJing,Environmental Health,Clear,2018-05-22,2018-06-28,37,"VO要了护照, study plan, CV 和导师CV
面签:2018-05-22;当天更新成AP.
2018.06.26第一次update
2018.06.27第二次update
2018.06.28 Issued
"
qqqqqqqqqqq,F1,Renewal,ShangHai,Mechanical Engineering,Clear,2018-05-22,2018-06-26,35,"Case Created:	21-May-2018
Case 1st Updated:	22-May-2018
Case 2nd Updated: 22-Jun-2018
Case last Updated: 25-Jun-2018
Issued: 26-Jun-2018"
GGB,B2,New,BeiJing,physics,Clear,2018-05-22,2018-06-25,34,
hellokitty,F1,New,BeiJing,CE,Clear,2018-05-22,2018-06-27,36,"6.26 update
6.27 update
6.27 issued

Good Luck"
P1,H1,Renewal,BeiJing,CS,Clear,2018-05-22,2018-06-25,34,"V.O. took my CV
Jun-22: update
Jun-25: Issued"
P2,H4,New,BeiJing,CS,Clear,2018-05-22,2018-06-25,34,"green sheet: Asked to email another CV and company info. Told to wait 4 weeks
June-22: update
June-25: Issued"
llh95,F1,New,BeiJing,Animal Science,Clear,2018-05-22,2018-06-29,38,"不懂Animal Science为什么会check...

5/29 AP...

6/25 上午update，下午使馆打电话让我去贴签。（之前passport外借来着）虽然当天系统里面还没clear。

后续：6/28二次update 6/29上午三次update 6/29下午issued

祝大家好运。
再次祝大家好运！"
XIAYUXUE,J1,New,BeiJing,Biology,Clear,2018-05-22,2018-07-06,45,"updated 1st：5.22
updated 2nd：7.2
updated 3rd：7.5
issued：7.6"
jzc,F1,New,BeiJing,EE,Clear,2018-05-22,2018-06-26,35,
zn,F1,Renewal,BeiJing,Chemical Engineering,Clear,2018-05-22,2018-06-28,37,5.22第一次update 6.26第二次 6.27第三次 6.28 issue
jessieyang,B1,New,ShangHai,cell biology,Pending,2018-05-22,,306,
AA007XUBAW,B1,New,ShangHai,EE,Pending,2018-05-22,,306,
AA007XNC4C,B1,New,ShangHai,Energy,Pending,2018-05-22,,306,
redlxy,B1,New,BeiJing,CS,Clear,2018-05-22,2018-06-28,37,
Ellen,F1,Renewal,GuangZhou,MechE,Clear,2018-05-22,2018-06-26,35,"Good luck to all of us!

5/21 Case created
5/22 First updated
6/25 Second updated
6.26 Issued at around 3.00pm
VO said 3-4 weeks."
Hanna,B2,New,ShangHai,N/A,Clear,2018-05-22,2018-07-05,44,
thyan,F1,New,ShangHai,Chemistry,Clear,2018-05-22,2018-06-27,36,
null,F1,Renewal,ShangHai,cs,Clear,2018-05-22,2018-06-27,36,
Aria咩,F1,New,ShangHai,CS,Clear,2018-05-22,2018-07-09,48,issued on 26th June
apm65,H1,Renewal,BeiJing,Petroleum Engineering,Clear,2018-05-22,2018-06-26,35,
ooldwang,F1,Renewal,ShangHai,Materials Science,Clear,2018-05-22,2018-06-26,35,"Case created: 05-22-2018
1st update: 06-22-2018
issued: 06-26-2018"
AA007VVQMS,F1,New,ShangHai,ee,Pending,2018-05-22,,306,
zidane,F1,Renewal,BeiJing,ME,Clear,2018-05-22,2018-07-03,42,"Interview:5-22
After submitting additional materials: updated 5-30
Last updated: 06-29
Today is 07-03, updated in the morning,
ISSUED at noon.

Cheers..."
FU,F1,Renewal,ShangHai,mechanical engineering,Clear,2018-05-22,2018-07-09,48,
wangyiwen,F1,New,ShangHai,ECE,Clear,2018-05-22,2018-07-05,44,
jjj,F1,Renewal,ChengDu,mse,Clear,2018-05-22,2018-07-06,45,"Case created 0521 
Case 1st update 0522
Case 2nd update 0703
Case 3rd update 0705
Issued 0706"
jiangshanyigou,F1,New,BeiJing,cs,Clear,2018-05-22,2018-07-10,49,
求issue,F1,New,ShenYang,accounting,Pending,2018-05-23,,305,"case created  20180521
first update     20180523  （第一次面签）"
Mimiapp,H1,New,BeiJing,system eng,Clear,2018-05-23,2018-06-26,34,"got the green 221g for more information

Case Created：23-May-2018
Case Last Updated：22-Jun-2018
Case Last Updated：25-Jun-2018
Issued: 26-Jun-2018"
hzyb,H1,Renewal,BeiJing,CS,Clear,2018-05-23,2018-05-31,8,"收到221g 要求补job description, publication, detailed resume. 当天下午补交材料,很快issue"
seanq,H1,New,ChengDu,Information Technology,Pending,2018-05-23,,305,
Jameszyp,F1,Renewal,BeiJing,CS,Clear,2018-05-23,2018-06-06,14,只是要我成绩单，说打印的不可以~但我朋友都是打印签过了啊~
555666ccccc,F1,New,HongKong,CS,Clear,2018-05-23,2018-06-26,34,
Gilgamesh,B1,New,BeiJing,EE,Clear,2018-05-23,2018-06-29,37,
Fellow_Zhang,F1,Renewal,BeiJing,Optics &amp; Laser Engineerin,Clear,2018-05-23,2018-06-26,34,"第一次签证是在2016年6月，去美国读博士，华裔女签证官，当时check了三周半。
这次是黑人女签证官，要了老板CV, 我的CV, 研修计划。看了一眼我的成绩单。当面告诉我这次要check 一个月。英文对答。"
chenyl,F1,Renewal,ShenYang,Biological sciences,Clear,2018-05-23,2018-06-26,34,"case created 20180521 
first update 20180523 面签 
早上11点领事馆回复邮件说我的Case已经完成，将approve，2-3天后会处理和印制完成，然后下午就查到second update 20180625 
2018/6/26 11点左右查 issued!!!!!"
amazing grace,F1,Renewal,ChengDu,Applied Physics,Pending,2018-05-23,,305,
Sieben,F1,New,ChengDu,MSE PHD,Clear,2018-05-23,2018-06-27,35,"6月23号成都面签，VO一上来就要了导师的CV，问了我的专业方向，然后就收了我的CV，Study Plan，i20，最后给了一张黄色的221g小纸条，让我回来等三周，我就知道被check了。

6月26号update.
6月27号issued.

关于理工科的面签，准备好自己的研究方向就行，不会审查你的移民倾向。不要多说，问一句答一句，不问不说话。

研究经历哪一块尽量少写，最后不要写项目经历，尤其是关于铭感方向的研究。直接用大使馆提供的CV模板和Study Plan的模板就行了。

总之，理工科的学生切记一句话，no zuo no die！"
yuyuyuyu,F1,New,BeiJing,EE,Clear,2018-05-23,2018-06-28,36,
issueissueissue,H1,Renewal,ShangHai,Math,Clear,2018-05-23,2018-06-26,34,"1st update: May 23, 2018
2nd update: June 22, 2018
3rd update: June 25, 2018
Issued: June 26, 2018"
yyfyyf,J1,New,BeiJing,EE,Clear,2018-05-23,2018-06-26,34,"ask for cv and research plan
case created May 22
1st update May 23
2nd update June 25
3rd update June 26
issued June 26"
ecoli,F1,Renewal,BeiJing,Physics,Clear,2018-05-23,2018-07-10,48,
826401950@qq.co,J1,New,ShangHai,N/A,Clear,2018-05-23,2018-06-27,35,
muxika,J1,Renewal,Europe,optics,Clear,2018-05-23,2018-07-03,41,
xuqi0412,H1,New,BeiJing,Regulatory Affairs,Clear,2018-05-23,2018-06-26,34,
raikkonen,F1,New,ShangHai,mechanical engineering-ph,Pending,2018-05-23,,305,
raikkonen,F1,New,ShangHai,mechanical engineering-ph,Clear,2018-05-23,2018-06-29,37,
worraps,J1,New,ShangHai,Bioinformatics,Clear,2018-05-23,2018-06-27,35,
bill022,L1,Renewal,ShangHai,EE,Clear,2018-05-23,2018-07-06,44,"2nd update 7-2
3rd update 7-5
issued 7-6"
comevisa,F1,New,GuangZhou,Bioinformatics,Clear,2018-05-24,2018-07-03,40,问了本科专业、为什么要去美国上学，学费情况，最后收了护照、CV、导师CV，Study Plan，录取通知书。说AP时间约为四周。7月2日Update 3日出签
octopolugal,F1,New,BeiJing,CS,Pending,2018-05-24,,304,
tony95,F1,New,ShangHai,Civil Engineering,Clear,2018-05-24,2018-06-28,35,"Case Created: 23-May-2018
1st Updated: 24-May-2018
2nd Updated: 27-Jun-2018
Issued: 28-Jun-2018 (~10:00)
Wish you all the best of luck!"
visaplease,F1,New,GuangZhou,oral biology,Clear,2018-05-24,2018-07-13,50,
CUTEFAYE,J1,New,ShangHai,graphic design,Pending,2018-05-24,,304,"一签在北京，签证官真的是心情不好拒了我和朋友！
我的材料和信息都是真实的，也是满足条件的。
二签在广州，本来眼看要让我过了，看到我一签被拒，
问了我个问题，我没听清楚。没回答好，又被拒了。
三签在上海，准备好了一切，刁钻的问题也都回答的对的，合理的。
在我的ds2019表上签了字，把护照收了，但是说要行政审核。。。
求求让我issued吧"
xhrock,F1,Renewal,BeiJing,Data science,Clear,2018-05-24,2018-06-29,36,"Case Created:	23-May-2018
Case Last Updated:	26-Jun-2018
6.29 issue
等了这么久终于有update了..."
anjing,F1,New,BeiJing,Bioengineering,Clear,2018-05-24,2018-07-10,47,今天是7月六号，还是没有消息...没有update，没有clear。再不搭理我，我就要在这里写小说了...
Xin.W,H1,Renewal,GuangZhou,Engineering Management,Clear,2018-05-24,2018-07-11,48,"05/22，广州中信银行递签renewal，以为没什么问题。
05/24，case created
05/25，接到电话要求补resume，当天发邮件补充。
05/29，邮件通知收到resume。。。
07/10， update
07/11，  issued

48天。。。终于拿到了，祝大家好运。"
suyuxion,F1,New,BeiJing,Desing,Clear,2018-05-24,2018-06-25,32,"Case Created:	23-May-2018
Case Last Updated:	25-Jun-2018"
12315,F1,Renewal,ShenYang,MAE,Pending,2018-05-24,,304,
vvvvic,H1,New,BeiJing,Ecology,Clear,2018-05-24,2018-06-28,35,
US20180524,B2,New,ShangHai,Telecommunication,Clear,2018-05-24,2018-07-11,48,"Additional AP
7-10 update
7-11 issue
感谢checkee的一路陪伴"
jessiphys,F1,Renewal,BeiJing,physics,Clear,2018-05-24,2018-06-29,36,
wzc1995,F1,New,BeiJing,CS,Clear,2018-05-24,2018-06-28,35,
